"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Bench Press (Barbell)",,"",5,"failure",100,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Bench Press (Barbell)",,"",6,"failure",100,5,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Dip (Weighted)",,"",0,"warmup",,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Dip (Weighted)",,"",1,"warmup",20,4,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Dip (Weighted)",,"",2,"failure",40,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Dip (Weighted)",,"",3,"failure",40,5,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Pushdown",,"",0,"warmup",56,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Pushdown",,"",1,"normal",77,10,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Pushdown",,"",2,"normal",77,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Triceps Pushdown",,"",3,"normal",77,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",20,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",20,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Triceps Pushdown (Cable)",,"",4,"normal",25,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Seated Shoulder Press (Machine)",,"",0,"warmup",40,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Seated Shoulder Press (Machine)",,"",1,"normal",70,3,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Seated Shoulder Press (Machine)",,"",2,"normal",40,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Seated Shoulder Press (Machine)",,"",3,"normal",40,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",0,"normal",15,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,8,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",2,"normal",15,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Single Arm Lateral Raise (Cable)",,"",3,"normal",15,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Lateral Raise (Machine)",,"",0,"normal",45,7,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Lateral Raise (Machine)",,"",1,"normal",45,6,,,
"Push","14 Jul 2025, 18:17","14 Jul 2025, 19:44","","Lateral Raise (Machine)",,"",2,"normal",45,6,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Hack Squat (Machine)",,"",0,"warmup",,12,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Hack Squat (Machine)",,"",1,"warmup",40,10,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Squat (Barbell)",,"",0,"warmup",20,11,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Squat (Barbell)",,"",1,"normal",60,10,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Squat (Barbell)",,"",2,"normal",60,10,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Squat (Barbell)",,"",3,"normal",75,8,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Press (Machine)",,"",0,"warmup",100,7,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Press (Machine)",,"",1,"normal",170,9,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Press (Machine)",,"",2,"normal",170,8,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Press (Machine)",,"",3,"normal",170,8,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Bulgarian Split Squat",,"",0,"normal",,4,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Bulgarian Split Squat",,"",1,"normal",20,6,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Bulgarian Split Squat",,"",2,"normal",20,6,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Extension (Machine)",,"",0,"warmup",65,8,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Extension (Machine)",,"",1,"normal",85,8,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Extension (Machine)",,"",2,"normal",85,6,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Leg Extension (Machine)",,"",3,"normal",85,5,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",0,"warmup",90,9,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",1,"warmup",170,13,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",2,"failure",210,12,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",3,"normal",210,10,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",4,"normal",210,9,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",5,"normal",210,9,,,
"Láb","11 Jul 2025, 21:11","11 Jul 2025, 22:26","","Calf Press (Machine)",,"",6,"normal",210,8,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",0,"warmup",54,9,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",1,"warmup",79,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",2,"normal",86,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",3,"normal",86,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",4,"normal",86,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Lat Pulldown (Cable)",,"",5,"normal",86,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Row (Machine)",,"",0,"warmup",20,9,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Row (Machine)",,"",1,"normal",40,10,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Row (Machine)",,"",2,"normal",50,9,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Row (Machine)",,"",3,"normal",50,8,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","T Bar Row",,"",0,"normal",50,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","T Bar Row",,"",1,"normal",50,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","T Bar Row",,"",2,"normal",50,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Bicep Curl (Barbell)",,"",0,"warmup",15,8,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Bicep Curl (Barbell)",,"",1,"normal",30,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Bicep Curl (Barbell)",,"",2,"normal",30,8,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Bicep Curl (Barbell)",,"",3,"normal",30,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Bicep Curl (Barbell)",,"",4,"normal",30,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Preacher Curl (Barbell)",,"",0,"normal",20,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Preacher Curl (Barbell)",,"",1,"normal",20,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Preacher Curl (Barbell)",,"",2,"normal",20,6,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","21s Bicep Curl",,"",0,"normal",25,7,,,
"Pull -  Upper back","10 Jul 2025, 19:20","10 Jul 2025, 20:30","","21s Bicep Curl",,"",1,"normal",25,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",2,"warmup",60,9,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",3,"normal",80,10,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",4,"normal",80,8,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",5,"normal",80,9,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Bench Press (Barbell)",,"",6,"normal",80,5,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Dip (Weighted)",,"Working set: 3p",0,"normal",,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Dip (Weighted)",,"Working set: 3p",1,"normal",15,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Dip (Weighted)",,"Working set: 3p",2,"normal",15,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Dip (Weighted)",,"Working set: 3p",3,"normal",15,5,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Cable Fly Crossovers",,"",0,"normal",45,11,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Cable Fly Crossovers",,"",1,"normal",45,14,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Pushdown",,"",0,"warmup",56,10,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Pushdown",,"",1,"normal",70,10,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Pushdown",,"",2,"normal",77,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Triceps Pushdown",,"",3,"normal",77,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",20,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",20,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Seated Shoulder Press (Machine)",,"",0,"normal",40,8,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Seated Shoulder Press (Machine)",,"",1,"normal",40,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Seated Shoulder Press (Machine)",,"",2,"normal",40,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Lateral Raise (Cable)",,"",0,"normal",15,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,6,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Single Arm Lateral Raise (Cable)",,"",2,"normal",15,7,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Lateral Raise (Machine)",,"",0,"normal",30,8,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Lateral Raise (Machine)",,"",1,"normal",30,9,,,
"Push","8 Jul 2025, 19:27","8 Jul 2025, 20:50","","Lateral Raise (Machine)",,"",2,"normal",30,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",3,"warmup",80,5,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",4,"normal",90,6,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",5,"failure",90,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Bench Press (Barbell)",,"",6,"failure",90,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",0,"warmup",,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",1,"warmup",15,5,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",2,"warmup",30,2,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",3,"failure",30,6,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",4,"failure",30,5,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Dip (Weighted)",,"Working sets: 5p",5,"failure",30,4,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Cable Fly Crossovers",,"",0,"normal",10,12,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Cable Fly Crossovers",,"",1,"normal",50,10,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Cable Fly Crossovers",,"",2,"normal",50,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Pushdown",,"",0,"warmup",56,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Pushdown",,"",1,"normal",70,12,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Pushdown",,"",2,"normal",77,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Triceps Pushdown",,"",3,"normal",77,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,6,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",20,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,6,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",20,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Lateral Raise (Cable)",,"",0,"normal",15,8,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,7,,,
"Push","6 Jul 2025, 18:51","6 Jul 2025, 19:55","","Single Arm Lateral Raise (Cable)",,"",2,"normal",15,7,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Lat Pulldown (Cable)",,"",0,"warmup",54,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Lat Pulldown (Cable)",,"",1,"normal",79,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Lat Pulldown (Cable)",,"",2,"normal",79,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Lat Pulldown (Cable)",,"",3,"normal",79,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Lat Pulldown (Cable)",,"",4,"normal",79,7,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Row (Machine)",,"",0,"normal",77,9,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Row (Machine)",,"",1,"normal",77,10,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Row (Machine)",,"",2,"normal",77,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","T Bar Row",,"",0,"warmup",35,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","T Bar Row",,"",1,"normal",45,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","T Bar Row",,"",2,"normal",45,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","T Bar Row",,"",3,"normal",45,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Bicep Curl (Barbell)",,"",0,"warmup",15,9,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Bicep Curl (Barbell)",,"",1,"normal",30,9,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Bicep Curl (Barbell)",,"",2,"normal",30,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Bicep Curl (Barbell)",,"",3,"normal",30,7,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Bicep Curl (Barbell)",,"",4,"normal",30,7,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Preacher Curl (Barbell)",,"",0,"normal",15,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Preacher Curl (Barbell)",,"",1,"normal",20,6,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Preacher Curl (Barbell)",,"",2,"normal",20,6,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,6,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,6,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,7,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Reverse Fly Single Arm (Cable)",,"",0,"warmup",13.5,8,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Reverse Fly Single Arm (Cable)",,"",1,"normal",20,12,,,
"Pull -  Upper back","5 Jul 2025, 18:48","5 Jul 2025, 19:54","","Reverse Fly Single Arm (Cable)",,"",2,"normal",20,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",1,"warmup",40,3,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",3,"normal",80,10,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",4,"normal",80,9,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Bench Press (Barbell)",,"",5,"normal",80,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Dip (Weighted)",,"",0,"warmup",,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Dip (Weighted)",,"",1,"warmup",15,5,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Dip (Weighted)",,"",2,"normal",30,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Dip (Weighted)",,"",3,"normal",30,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Dip (Weighted)",,"",4,"normal",30,4,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Chest Fly (Machine)",,"",0,"normal",68,9,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Chest Fly (Machine)",,"",1,"normal",68,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Chest Fly (Machine)",,"",2,"normal",68,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Pushdown",,"",0,"warmup",55,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Pushdown",,"",1,"normal",68,11,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Pushdown",,"",2,"normal",68,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Triceps Pushdown",,"",3,"normal",68,5,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",18,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",18,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",18,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Lateral Raise (Cable)",,"",0,"normal",15,9,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Single Arm Lateral Raise (Cable)",,"",2,"normal",15,6,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Lateral Raise (Machine)",,"",0,"normal",30,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Lateral Raise (Machine)",,"",1,"normal",30,8,,,
"Push","2 Jul 2025, 20:30","2 Jul 2025, 21:36","","Lateral Raise (Machine)",,"",2,"normal",30,8,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",1,"warmup",40,3,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",3,"warmup",80,5,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",4,"failure",100,4,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Bench Press (Barbell)",,"",5,"failure",100,5,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Dip (Weighted)",,"",0,"warmup",,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Dip (Weighted)",,"",1,"warmup",15,5,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Dip (Weighted)",,"",2,"failure",20,9,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Dip (Weighted)",,"",3,"failure",20,8,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Dip (Weighted)",,"",4,"failure",20,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Chest Fly (Machine)",,"",0,"normal",68,9,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Chest Fly (Machine)",,"",1,"normal",68,8,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Chest Fly (Machine)",,"",2,"normal",68,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Pushdown",,"",0,"warmup",55,7,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Pushdown",,"",1,"normal",67,9,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Pushdown",,"",2,"normal",67,8,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Triceps Pushdown",,"",3,"normal",67,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",18,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,6,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",18,5,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",15,9,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Seated Shoulder Press (Machine)",,"",0,"normal",35,12,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Seated Shoulder Press (Machine)",,"",1,"normal",40,7,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Seated Shoulder Press (Machine)",,"",2,"normal",40,7,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Lateral Raise (Cable)",,"",0,"normal",15,9,,,
"Push","18 Jun 2025, 20:29","18 Jun 2025, 21:46","","Single Arm Lateral Raise (Cable)",,"",1,"normal",15,8,,,
